URL,cluster,Group,is_treatment
https://x.com/KobaManitoba/status/1998663348737499367,0,Control,0
https://x.com/KobaManitoba/status/1998717594090852659,0,Control,0
https://x.com/Konservativ98/status/2001193333440323697,0,Control,0
https://x.com/Konstan19440731/status/2002680594950762840,0,Control,0
https://x.com/KuuFFi/status/1996510607038677040,0,Treatment,1
https://x.com/Kwin8675309/status/1995760391779987582,0,Treatment,1
https://x.com/Kwin8675309/status/1998329684849987640,2,Treatment,1
https://x.com/Kyle_Katarn586/status/2000204584724132050,0,Treatment,1
https://x.com/L85739994Martin/status/2006237072357511221,2,Control,0
https://x.com/LOVEROFTRUTHIRL/status/1996127430508249295,0,Control,0
https://x.com/LSHINov/status/2012800421748703713,0,Control,0
https://x.com/LambertHuis2/status/2002687676416401667,0,Treatment,1
https://x.com/LanceSt81774855/status/2002661072336273619,0,Control,0
https://x.com/LanceSt81774855/status/2008172936721805617,0,Control,0
https://x.com/Lancealotin/status/2000850818938044508,0,Control,0
https://x.com/Larry_D0g/status/1995766365224050974,1,Control,0
https://x.com/LarrygHaynes2/status/1998266520250569002,0,Control,0
https://x.com/LarrygHaynes2/status/1998750268456906932,0,Treatment,1
https://x.com/LawrenceMLudlow/status/1996577307016712480,1,Treatment,1
https://x.com/LeftBehindPoet/status/1996156493544964219,2,Control,0
https://x.com/LenoraAntoinet/status/2002944903928795635,0,Treatment,1
https://x.com/LenoraAntoinet/status/2006631549673026046,0,Treatment,1
https://x.com/Lev1446491/status/2005155648137461886,0,Control,0
https://x.com/LibertasMetus/status/2000062278377283732,0,Control,0
https://x.com/Libra_JK/status/1998659283953533394,2,Control,0
https://x.com/LillanSwe/status/1998284683814318455,1,Treatment,1
https://x.com/LippasMatthew/status/2012859184316871020,0,Treatment,1
https://x.com/LivePrayer/status/1998009623417118892,0,Control,0
https://x.com/Lolapirch/status/1996562350003159439,0,Treatment,1
https://x.com/Lolapirch/status/2003767962084532652,0,Treatment,1
https://x.com/Lolapirch/status/2004028740335280509,0,Control,0
https://x.com/Lolapirch/status/2004052928940986501,0,Control,0
https://x.com/Lolapirch/status/2012782042103058866,0,Treatment,1
https://x.com/LoneWolfV_/status/1997977810917269826,2,Treatment,1
https://x.com/LoneWolfV_/status/2005266072778231969,0,Treatment,1
https://x.com/LordBtb/status/1996144666777928024,1,Control,0
https://x.com/LordBtb/status/2000147566843838612,0,Treatment,1
https://x.com/LucyLeMostJuicy/status/1998726057034207240,0,Treatment,1
https://x.com/Lumb7Michael/status/2002729704378483198,0,Treatment,1
https://x.com/LvL99Bard/status/2001571518233690291,1,Control,0
https://x.com/Lyndonx/status/2000157958160712115,2,Control,0
https://x.com/MApodogan/status/1999057556270993735,0,Treatment,1
https://x.com/MCNoBSFinance/status/1996163614529466528,1,Control,0
https://x.com/MFretired/status/1996188630662922451,0,Treatment,1
https://x.com/MIC1923/status/1998303476976353359,0,Control,0
https://x.com/MIC_btc/status/1998706267490234476,2,Treatment,1
https://x.com/MOTP42/status/1997932724460704042,0,Treatment,1
https://x.com/MPumphut/status/2005988752317944244,2,Treatment,1
https://x.com/MSJedits/status/1997608046215024791,0,Control,0
https://x.com/MTokyo8888/status/2005136185812013255,1,Treatment,1
https://x.com/MTokyo8888/status/2011684305215566174,0,Treatment,1
https://x.com/M_59_88/status/2009216927932276779,0,Treatment,1
https://x.com/MacMacclancy/status/2006261641172697183,0,Treatment,1
https://x.com/MacinZak/status/1997916307610882379,0,Treatment,1
https://x.com/Macrogirl_LA/status/2001568537551462482,0,Control,0
https://x.com/Maky_Punishwar/status/2001538139488444583,1,Treatment,1
https://x.com/Mandated13Ant/status/1996476726210351494,0,Control,0
https://x.com/Mandolin__Rain/status/1995775223434469776,0,Treatment,1
https://x.com/Maria63005042/status/1996513448432406605,0,Control,0
https://x.com/MariaCrouch18/status/2003436011070836831,2,Control,0
https://x.com/MarioNawfal/status/2005911742098923565,0,Control,0
https://x.com/MarioNawfal/status/2011705732044112140,0,Treatment,1
https://x.com/MarkEdelman5/status/2002735880314990708,0,Treatment,1
https://x.com/MarkGBblog/status/1997620601905885564,0,Treatment,1
https://x.com/MarkGBblog/status/2000826046132969639,2,Control,0
https://x.com/MarkGBblog/status/2003774485330042890,0,Treatment,1
https://x.com/Markus_Krall/status/1996124601168843180,0,Control,0
https://x.com/Mart888877/status/1998701991556415865,0,Treatment,1
https://x.com/Mart888877/status/2005909079877910554,1,Treatment,1
https://x.com/MartianSeervant/status/1998342809594507657,1,Control,0
https://x.com/MartianSeervant/status/2003451714565996608,0,Control,0
https://x.com/MartinFish28070/status/1996569820041716164,2,Treatment,1
https://x.com/MartinFish28070/status/2011753209090752815,2,Treatment,1
https://x.com/MartinTurzak/status/2000121174697906274,0,Treatment,1
https://x.com/MaryMcgivern7/status/2000474988152062108,0,Control,0
https://x.com/Matthew60702433/status/2011795142991114290,0,Control,0
https://x.com/Matttocrypto/status/2002648655032168633,0,Treatment,1
https://x.com/MattyLucasPenny/status/2008450798393717101,0,Control,0
https://x.com/MauroSR_67/status/2005194338855452737,0,Control,0
https://x.com/MawileMage/status/2008847430473957546,2,Treatment,1
https://x.com/MaxWolfeUK/status/1998670115361927638,1,Control,0
https://x.com/MckennaDen34381/status/2001290066920952318,0,Treatment,1
https://x.com/MckennaDen34381/status/2005952740371952047,0,Control,0
https://x.com/MdshahsdatA/status/2006230019849302393,0,Control,0
https://x.com/Mehgretnernav/status/2000047590826729915,2,Control,0
https://x.com/Melchizedek1972/status/2004126467496521736,0,Control,0
https://x.com/MerMadrigal/status/2006566571880362337,0,Control,0
https://x.com/MerlinLondon/status/2003822046355357760,2,Treatment,1
https://x.com/MfAdaptability/status/2008054368936067553,0,Control,0
https://x.com/Michael13777750/status/2003340521721483516,0,Treatment,1
https://x.com/MihailovicGagi/status/2000201931415851385,2,Control,0
https://x.com/MikeV_is_free/status/1998277472513864106,1,Treatment,1
https://x.com/Mike_TheSkeptic/status/1998611392233091280,2,Treatment,1
https://x.com/MilsurpMichael/status/2003004027068645714,0,Control,0
https://x.com/MimicoolBoomer/status/2006353094033207555,1,Control,0
https://x.com/Mio_Mind/status/2009245398678823366,0,Control,0
https://x.com/MissEve0109/status/2000897261698748636,0,Control,0
https://x.com/Mojobaby007/status/2002615559725461571,0,Treatment,1
https://x.com/Moosewasazues/status/2005982541711565205,2,Treatment,1
https://x.com/Moretrouble2/status/1998695713627152416,1,Control,0
https://x.com/MultipolarA/status/2001158596982165553,2,Control,0
https://x.com/Musk4Potus/status/2003061730021453936,0,Control,0
https://x.com/Musk4Potus/status/2005946845730603270,0,Control,0
https://x.com/Mykl_ArchAngel/status/1996468860203995504,2,Control,0
https://x.com/Mylovanov/status/2011746916061888754,0,Control,0
https://x.com/NAVSkandalen/status/1996146188639203810,0,Treatment,1
https://x.com/NAVSkandalen/status/1996158558212161588,0,Control,0
https://x.com/NAVSkandalen/status/1998693701334216837,0,Treatment,1
https://x.com/NAVSkandalen/status/1998994876126658768,0,Control,0
https://x.com/NAVSkandalen/status/2008091231868314028,2,Treatment,1
https://x.com/NBrouiller87/status/2005941268296142985,0,Treatment,1
https://x.com/NInterit/status/1996102309042855984,0,Treatment,1
https://x.com/Nastia_7777777/status/2003696215784063395,2,Treatment,1
https://x.com/NatalkaKyiv/status/2001181804754080056,0,Treatment,1
https://x.com/Neil1900/status/2005981072383959553,1,Treatment,1
https://x.com/Nerdy1975/status/2009235788815581376,0,Control,0
https://x.com/NewRulesGeo/status/2003443525107745188,0,Treatment,1
https://x.com/News_of_Donbass/status/1997993712123593024,2,Control,0
https://x.com/News_of_Donbass/status/2008166586310369650,0,Treatment,1
https://x.com/NiborOz/status/2006595701799793137,2,Treatment,1
https://x.com/NickTayNorfolk/status/1997663677873291315,0,Treatment,1
https://x.com/NigelXYYMan/status/2001217008784785506,0,Treatment,1
https://x.com/Nigertin/status/2008845561554948125,0,Control,0
https://x.com/Novi_Zmay/status/2000475776475418926,0,Treatment,1
https://x.com/Novi_Zmay/status/2000502684991045715,2,Treatment,1
https://x.com/OccupySchagen/status/2008095965874413785,0,Treatment,1
https://x.com/Oddman27/status/1999110832920072416,0,Treatment,1
https://x.com/OdmevMB/status/2001233650734538773,0,Treatment,1
https://x.com/OdmevMB/status/2002645224229847349,0,Control,0
https://x.com/OriginalKhutso5/status/2008532426906366377,0,Control,0
https://x.com/P83YQ8W6/status/1996172726911021154,0,Control,0
https://x.com/PLafala/status/2001618085820928011,0,Treatment,1
https://x.com/PMSimferopol/status/1995765803983978502,2,Treatment,1
https://x.com/PMSimferopol/status/2001558529770164334,2,Treatment,1
https://x.com/P_salmon/status/1996166549716009082,2,Control,0
https://x.com/Para_glider69/status/2000839248862195776,0,Control,0
https://x.com/Patrick622500/status/2002712677844656393,0,Control,0
https://x.com/PerttiVehreves1/status/2004073577491136531,0,Control,0
https://x.com/Peter_Suer/status/2000494585781580111,0,Control,0
https://x.com/Peter_Suer/status/2000870709686395147,2,Control,0
https://x.com/Peter_Suer/status/2009185657927995542,2,Control,0
https://x.com/Peter_Suer/status/2009188144806310355,2,Treatment,1
https://x.com/Peter_Suer/status/2010276771430883486,2,Control,0
https://x.com/Peter_Suer/status/2011686113815970206,0,Treatment,1
https://x.com/Peter_Suer/status/2011686266761593171,0,Treatment,1
https://x.com/Peter_Suer/status/2011690002560999913,2,Control,0
https://x.com/Peter_Suer/status/2011690469626163346,1,Treatment,1
https://x.com/Peter_Suer/status/2011692189928325424,0,Control,0
https://x.com/PetreSolheim/status/2003459750902792560,0,Treatment,1
https://x.com/PlagueLuke/status/1996146653858840894,0,Treatment,1
https://x.com/Planter5657/status/2000555953398100248,0,Control,0
https://x.com/Politico247/status/1997972092663603601,0,Treatment,1
https://x.com/Polly888888/status/1995759323318739093,0,Treatment,1
https://x.com/Primed24/status/2008749751567626645,0,Treatment,1
https://x.com/ProGunOne1776/status/1996212265851490644,0,Control,0
https://x.com/Profound_Meanin/status/1998739572583174504,0,Control,0
https://x.com/Punkbudgie_/status/2000512683091939832,2,Control,0
https://x.com/QRTnurse/status/2003370343009034510,0,Treatment,1
https://x.com/REALSUPERCEMENT/status/1997970395765346495,0,Control,0
https://x.com/RJMitchell36/status/2006267602918883569,0,Control,0
https://x.com/RJWillemsen1/status/2002654554501095855,0,Treatment,1
https://x.com/RJoseph92530519/status/1995820592436584913,2,Control,0
https://x.com/RN2045328438804/status/2008165365067686021,0,Treatment,1
https://x.com/RN2045328438804/status/2008166920638644640,0,Control,0
https://x.com/RRMacKay1963/status/2001283891555078384,0,Treatment,1
https://x.com/RT_India_news/status/2000903737875820669,0,Treatment,1
https://x.com/RT_India_news/status/2001284662652727362,2,Control,0
https://x.com/RWFlatitude/status/1999013600921305431,0,Treatment,1
https://x.com/RZONOP/status/2011682207421632824,0,Control,0
https://x.com/RZONOP/status/2011682259833659585,0,Treatment,1
https://x.com/RaiZdbyDINGOES/status/2001178330322677797,1,Control,0
https://x.com/RashtraNeeti/status/1997876108851843507,0,Treatment,1
https://x.com/RayMaboya/status/2000088469003972694,0,Treatment,1
https://x.com/RdrOAWhiteHorse/status/2001201639525372005,0,Control,0
https://x.com/RealKhairullin/status/2004162802806935946,0,Control,0
https://x.com/RealTiggerWood1/status/1996125163335651759,0,Treatment,1
https://x.com/RealWsiegrist/status/2000116738877477134,0,Treatment,1
https://x.com/RealWsiegrist/status/2000116977738891356,0,Treatment,1
https://x.com/Realismusjihad/status/2006618676892426299,0,Control,0
https://x.com/Realtwwrn/status/2001527797869670406,0,Treatment,1
https://x.com/RedDawnEurasia/status/2000900358533451843,0,Treatment,1
https://x.com/RedbirdEl/status/2000160099684462741,0,Treatment,1
https://x.com/RedbirdEl/status/2005941519073607780,2,Control,0
https://x.com/RedbirdEl/status/2005943138729202061,0,Treatment,1
https://x.com/RepublicBlog/status/1998739287324377496,0,Treatment,1
https://x.com/RespectDebate33/status/1998012995419455990,0,Treatment,1
https://x.com/Retew_Boy/status/1997964660986052911,0,Treatment,1
https://x.com/Retew_Boy/status/1998682672017592398,0,Treatment,1
https://x.com/Retew_Boy/status/1998738544567693719,2,Control,0
https://x.com/Retew_Boy/status/1998953355033587920,2,Control,0
https://x.com/RichardAdamczuk/status/1999015127165616206,1,Treatment,1
https://x.com/RickSanchezTV/status/1996119374327955856,0,Treatment,1
https://x.com/Rob73905582/status/1995770564061913174,2,Control,0
https://x.com/RobGoodall6/status/2002637362178969654,0,Control,0
https://x.com/RobertAlmen/status/1995770129926312446,2,Control,0
https://x.com/RobertThaler99/status/2000406657407590844,0,Treatment,1
https://x.com/Robert_Novak25/status/2000560330255294614,2,Control,0
https://x.com/RobertoGiuffre/status/1999021307782893677,0,Treatment,1
https://x.com/Roberts56Gavin/status/2003398031128015224,0,Control,0
https://x.com/RobertsBob64050/status/2006332896626557089,0,Treatment,1
https://x.com/RockyMtnTDI/status/1998262373761622373,0,Treatment,1
https://x.com/Rocky_1661/status/1999110574383452389,0,Treatment,1
https://x.com/Ronove734322/status/2000883005963763732,0,Treatment,1
https://x.com/RoviHere/status/1999064886878380306,0,Treatment,1
https://x.com/Ruby_Rosa_Polo/status/1997653731408589136,0,Control,0
https://x.com/Ruby_Rosa_Polo/status/2003418059764383934,2,Treatment,1
https://x.com/RussiaIsntEnemy/status/2005175679474668012,0,Treatment,1
https://x.com/SCSIraidGURU/status/2009264615016800706,0,Control,0
https://x.com/SITARMS/status/2003717358477557857,0,Treatment,1
https://x.com/SKAerials/status/1996112234938802412,0,Control,0
https://x.com/SKAerials/status/2012868552756187620,2,Treatment,1
https://x.com/Saffron_ManZ/status/2003093363478999181,0,Control,0
https://x.com/SalamonLuka/status/2004189992768397699,0,Treatment,1
https://x.com/SamarWatch/status/2005996420382478371,0,Control,0
https://x.com/SartorialShootr/status/2008878332793045485,2,Control,0
https://x.com/Scott46198555/status/2000879373206139156,0,Treatment,1
https://x.com/Scottishsoc/status/2001623804074996009,0,Treatment,1
https://x.com/SentiManju/status/1996215322953892226,0,Control,0
https://x.com/SgforgoodStella/status/1996567247968727477,0,Control,0
https://x.com/She_Politicske/status/1999073700914897281,2,Control,0
https://x.com/ShreoshiB/status/1996202970544046562,2,Treatment,1
https://x.com/Sierra182Papa/status/2008897589328945213,0,Control,0
https://x.com/SimbaKnows2/status/2003333684431331599,1,Treatment,1
https://x.com/SimonDixonTwitt/status/2001291538609926417,0,Control,0
https://x.com/Simonlester1971/status/1996159638186897729,2,Control,0
https://x.com/SlaterSeamus/status/2010317325480988697,0,Control,0
https://x.com/SlavFreeSpirit/status/2009181718821970179,0,Treatment,1
https://x.com/Snowhit05795585/status/2001531174964101507,2,Treatment,1
https://x.com/Snowhit05795585/status/2003664734076436817,2,Treatment,1
https://x.com/SocialismsEnemy/status/1997899794497323054,0,Treatment,1
https://x.com/SocialistMMA/status/2006582483626709007,0,Treatment,1
https://x.com/Space_PHD/status/2000858634541260998,1,Treatment,1
https://x.com/SpaghettiKozak/status/1996126616456712522,0,Control,0
https://x.com/Spoki_83/status/2002736439021420781,0,Control,0
https://x.com/SprintMediaNews/status/1995819883670499471,0,Control,0
https://x.com/SquidwardFiles/status/1998028957023936885,0,Treatment,1
https://x.com/SriAbhigyan/status/1996217476942794874,2,Control,0
https://x.com/Sseeji/status/1998729999646364042,2,Control,0
https://x.com/StacieT54453676/status/1997973670694736099,1,Treatment,1
https://x.com/Stan_Karczmarz/status/2001241991602954390,0,Treatment,1
https://x.com/Stan_Karczmarz/status/2003373100805546378,0,Control,0
https://x.com/Stan_Karczmarz/status/2003752640514027951,0,Control,0
https://x.com/Stan_Karczmarz/status/2005942584871412015,2,Treatment,1
https://x.com/StateAhead/status/1999045479024545893,2,Control,0
https://x.com/SteelblueIII/status/2002739830950637626,0,Control,0
https://x.com/StepanAndAndriy/status/2009120254442762254,0,Treatment,1
https://x.com/Stephen260457/status/2012834010855047437,1,Control,0
https://x.com/SteveHylan55254/status/1998593721634533501,0,Treatment,1
https://x.com/SteveHylan55254/status/1998644886183227433,0,Control,0
https://x.com/SteveHylan55254/status/1999041572223246429,2,Treatment,1
https://x.com/SteveHylan55254/status/2002700346624454989,0,Control,0
https://x.com/SteveHylan55254/status/2003351644214550633,0,Control,0
https://x.com/SteveHylan55254/status/2003688246577094793,2,Control,0
https://x.com/SteveHylan55254/status/2003763355169776050,0,Treatment,1
https://x.com/StevePaul63/status/1998359356606177448,0,Treatment,1
https://x.com/StevenMont10940/status/2000189847898558906,0,Treatment,1
https://x.com/Sthembiso_RSA/status/2010312738728493185,2,Control,0
https://x.com/Stuart42338603/status/2004188890278842507,1,Control,0
https://x.com/SumitTomar_hr/status/2010276528148623778,0,Treatment,1
https://x.com/Sunnyda04530056/status/1995815332565471526,0,Control,0
https://x.com/SurvivalistPt/status/1995776913890062364,0,Control,0
https://x.com/SurvivalistPt/status/1996172906838257935,0,Control,0
https://x.com/SurvivalistPt/status/1997890066975174963,0,Control,0
https://x.com/SurvivalistPt/status/1998004418059309204,2,Control,0
https://x.com/SurvivalistPt/status/2000887833418989779,0,Treatment,1
https://x.com/SurvivalistPt/status/2000893537542365253,2,Treatment,1
https://x.com/SurvivalistPt/status/2001189260041359804,0,Control,0
https://x.com/SurvivalistPt/status/2003795512005382296,2,Control,0
https://x.com/SurvivalistPt/status/2005943086547906671,0,Treatment,1
https://x.com/SurvivalistPt/status/2006287109431427284,0,Treatment,1
https://x.com/SurvivalistPt/status/2006344448524026263,2,Control,0
https://x.com/SusanDe71711074/status/1998979746701664716,2,Control,0
https://x.com/SwissSanjeev/status/2000095297545121899,0,Treatment,1
https://x.com/TBayfield/status/2000861719762231344,0,Control,0
https://x.com/THESWEDISHTRUTH/status/1995819465234079778,0,Treatment,1
https://x.com/THESWEDISHTRUTH/status/1995819526697406950,0,Control,0
https://x.com/THESWEDISHTRUTH/status/1996506299849117928,2,Control,0
https://x.com/THESWEDISHTRUTH/status/1996506496960532874,0,Treatment,1
https://x.com/THESWEDISHTRUTH/status/1996506569798750412,0,Treatment,1
https://x.com/THOUGHTCASTJeff/status/1996564075611128014,0,Treatment,1
https://x.com/TLC6191/status/1997918925213110694,0,Treatment,1
https://x.com/TOzgokmen/status/1995824241124532257,0,Treatment,1
https://x.com/TaniaGroth/status/1995775688364687562,0,Treatment,1
https://x.com/TaniaGroth/status/1998633797701742989,0,Treatment,1
https://x.com/Tarique18386095/status/2005271340962677152,0,Control,0
https://x.com/Tarique18386095/status/2005271594919424153,0,Control,0
https://x.com/Taxidrummer/status/2005159988722106564,0,Control,0
https://x.com/TeamKent85/status/1996209978336813454,0,Control,0
https://x.com/TemminkJohan/status/1996571164328534099,2,Control,0
https://x.com/TempleTTV/status/2008409223890432241,0,Control,0
https://x.com/TerraMia14/status/2011788953091719468,0,Control,0
https://x.com/TerraNovaChr/status/2003403209369641144,1,Treatment,1
https://x.com/TerraNovaChr/status/2005970831198003344,0,Control,0
https://x.com/TheDeep_State6/status/1997992736843055202,0,Treatment,1
https://x.com/TheDeep_State6/status/2005276325909790759,2,Treatment,1
https://x.com/TheFiveYouKnow/status/1999108037663977496,1,Treatment,1
https://x.com/TheFortuneRpt/status/1995772078117527743,1,Control,0
https://x.com/TheFortuneRpt/status/2003334504522613002,0,Treatment,1
https://x.com/TheMutz777/status/1999041978684813718,0,Treatment,1
https://x.com/TheRock80649333/status/1997987908389687366,2,Control,0
https://x.com/TheSausageMan/status/2001551593041465516,2,Control,0
https://x.com/TheVirginiaGen1/status/1996167202748432602,0,Treatment,1
https://x.com/ThomasD8591/status/2000129420275646530,2,Treatment,1
https://x.com/ThomasD8591/status/2009237964774343156,0,Treatment,1
https://x.com/ThraceAlex/status/1996104790418551286,0,Control,0
https://x.com/ThsvndrMr/status/1999068032837255287,0,Treatment,1
https://x.com/Tjerkje01/status/2001288508456014013,2,Control,0
https://x.com/TmsGrant/status/2009110341578613013,0,Treatment,1
https://x.com/ToivanGelder73/status/1996576993379340511,0,Control,0
https://x.com/ToivanGelder73/status/1998381503999283429,0,Treatment,1
https://x.com/TomBoyles10/status/2000048309625594040,2,Control,0
https://x.com/TomaszDisclg/status/2002688926528770452,0,Treatment,1
https://x.com/TracyGalla1990/status/2001237482634141744,0,Control,0
https://x.com/TracyGalla1990/status/2008507592923115628,0,Control,0
https://x.com/Truthwirklich/status/1998706360557380009,0,Control,0
https://x.com/U_E_Christendom/status/2003448966319374626,1,Control,0
https://x.com/Ukanolfckov/status/2002711397881516352,0,Control,0
https://x.com/VIVADENXCIXXX/status/2003103150996423071,0,Control,0
https://x.com/VOrnitho1974/status/2000517573478433252,0,Treatment,1
https://x.com/VOrnitho1974/status/2000544662831120649,0,Treatment,1
https://x.com/Van_der_Klerk/status/2008847890945544612,0,Treatment,1
https://x.com/VicV13270/status/2001158077589152087,0,Control,0
https://x.com/VicV13270/status/2003739474837332035,0,Control,0
https://x.com/Vierd1/status/2011801048675959061,0,Control,0
https://x.com/Vierd1/status/2012877809308336478,0,Control,0
https://x.com/Vierotchka/status/2001618325433090197,2,Treatment,1
https://x.com/ViktorHavasy/status/2001643332192383227,2,Treatment,1
https://x.com/VisserDonny/status/2004128170732409103,0,Treatment,1
https://x.com/Vladimi82222415/status/2008468090439516366,0,Treatment,1
https://x.com/VoxDei1960/status/2008030916590121144,0,Treatment,1
https://x.com/WARRENTSHOW/status/2006237976360255782,0,Control,0
https://x.com/WScraidy/status/2006617144990249173,0,Control,0
https://x.com/WTM_TTF/status/1998604916890427600,0,Treatment,1
https://x.com/WarHunter2222/status/1996211793073422758,0,Control,0
https://x.com/WarHunter2222/status/2000138844256051353,0,Control,0
https://x.com/WarHunter2222/status/2008486503509328056,2,Treatment,1
https://x.com/WarHunter2222/status/2010290881820246515,0,Treatment,1
https://x.com/WeR1being/status/2001245411814859104,0,Control,0
https://x.com/WhalenJess88131/status/1996579001872286009,0,Treatment,1
https://x.com/Windancer2706/status/1995823343388312012,2,Treatment,1
https://x.com/Windancer2706/status/1995824092021129639,0,Treatment,1
https://x.com/Wink_Panther/status/2005916268528836676,0,Control,0
https://x.com/WitchEnd/status/2000918825655787697,0,Treatment,1
https://x.com/WitchEnd/status/2001273282289336707,2,Treatment,1
https://x.com/WitchEnd/status/2001632134679924971,0,Treatment,1
https://x.com/WoltzHowell/status/2002645290818679201,0,Control,0
https://x.com/XrppumpH/status/1998733280221298870,2,Treatment,1
https://x.com/Xtra_coverdrive/status/2005948474395590859,0,Control,0
https://x.com/YakushinaLisa/status/2001179752250663114,1,Treatment,1
https://x.com/ZMijokovic/status/1996509524413624504,0,Control,0
https://x.com/Zana2A/status/1997641564936442135,2,Treatment,1
https://x.com/Zeiein/status/2006303552906617300,2,Treatment,1
https://x.com/ZeppLaRouche/status/1995815688766681104,0,Control,0
https://x.com/Zlatti_71/status/2004148560510566567,0,Control,0
https://x.com/_GeoTakes_/status/2008896868013445468,0,Control,0
https://x.com/_RealPhilJones/status/2010693057176359145,0,Treatment,1
https://x.com/abstrajo/status/2012860827515207741,2,Control,0
https://x.com/agathrocha/status/2008462128932340137,0,Treatment,1
https://x.com/agesileos/status/2000192273166831778,0,Control,0
https://x.com/ahmadovich89/status/2008816056337657991,0,Treatment,1
https://x.com/air2dlp12345/status/2000488656423809142,2,Treatment,1
https://x.com/ajrobertsshow/status/2001201512542777427,0,Control,0
https://x.com/alchemist2114/status/1995765637696946543,0,Treatment,1
https://x.com/alealefrank/status/1996203034880471389,0,Treatment,1
https://x.com/alex_schwartz1/status/2006581725716193352,2,Control,0
https://x.com/allerton_k43150/status/1998290961320063194,2,Control,0
https://x.com/alphonns/status/1998614646484345254,0,Treatment,1
https://x.com/alphonns/status/1998615009337708557,2,Control,0
https://x.com/alphonns/status/1998981695094272497,0,Control,0
https://x.com/alphonns/status/1998981814384472114,0,Treatment,1
https://x.com/alphonns/status/1998982956376043657,0,Control,0
https://x.com/alphonns/status/2000437843743674866,0,Treatment,1
https://x.com/amanwifname/status/2005972994481655935,0,Control,0
https://x.com/ameoate/status/1996578089124389056,0,Control,0
https://x.com/antoine2711/status/2003081882812989519,0,Control,0
https://x.com/antoine2711/status/2003758615497208246,1,Control,0
https://x.com/aqcbuilding/status/2003463948407083435,2,Treatment,1
https://x.com/argraves_damian/status/2000873536882401720,0,Control,0
https://x.com/atla_gold/status/2005873337235603485,0,Control,0
https://x.com/barry64145240/status/2009258156832981474,0,Treatment,1
https://x.com/benaliajimmy/status/2011776654155403293,0,Control,0
https://x.com/bernhtp/status/2000046469118890112,0,Treatment,1
https://x.com/bernhtp/status/2006355730912383285,0,Treatment,1
https://x.com/bill2earth/status/1998616053308600787,0,Treatment,1
https://x.com/bradley_tindall/status/2002961394237411650,0,Control,0
https://x.com/bradley_tindall/status/2006239691394240528,2,Treatment,1
https://x.com/brane_mija64426/status/2010688894128341027,0,Control,0
https://x.com/canthavepudding/status/2012771293226283271,0,Treatment,1
https://x.com/capnchappy/status/1996202772371239265,1,Control,0
https://x.com/cdb926/status/1996190154936189061,2,Treatment,1
https://x.com/cdnrefugee/status/2003102801430536561,0,Control,0
https://x.com/cdnshawn/status/2001292159438229877,0,Control,0
https://x.com/cepulje/status/1998653611472032023,2,Control,0
https://x.com/chatswithem/status/1998700462833316106,0,Control,0
https://x.com/chatswithem/status/2000528838372033014,0,Control,0
https://x.com/chatswithem/status/2010297091814252968,0,Control,0
https://x.com/checkingMada198/status/1997982229100663102,0,Control,0
https://x.com/checkingMada198/status/2012857652200497523,1,Control,0
https://x.com/cheffieparadise/status/2003346892210733473,0,Control,0
https://x.com/cheffobg/status/2000880241787433238,0,Control,0
https://x.com/chess_robot/status/1998343818345607544,0,Treatment,1
https://x.com/chipke7/status/2005906577782370590,1,Control,0
https://x.com/cipollina60/status/2000491173027180561,0,Control,0
https://x.com/cityslickers55/status/2000193808839897183,0,Treatment,1
https://x.com/cjtjgeol/status/2008812785338388936,0,Treatment,1
https://x.com/clashreport/status/2001263100708999556,2,Control,0
https://x.com/clockwork584043/status/1998387744662278485,0,Treatment,1
https://x.com/conyakk/status/2008022459388465263,0,Control,0
https://x.com/cool_grandad/status/1996204897939890584,0,Treatment,1
https://x.com/cool_grandad/status/1998016815952502858,0,Treatment,1
https://x.com/cool_grandad/status/1998731332965323239,2,Control,0
https://x.com/cool_grandad/status/2000566117295907246,2,Control,0
https://x.com/cool_grandad/status/2000830017568399686,0,Control,0
https://x.com/cool_grandad/status/2005236189977333910,2,Treatment,1
https://x.com/cornerstonetom3/status/1998342913269567764,0,Control,0
https://x.com/crispSV/status/1996124618516463750,0,Treatment,1
https://x.com/crispSV/status/1998298145051271240,0,Control,0
https://x.com/crispSV/status/2003085291666751917,2,Control,0
https://x.com/crokettd559/status/2000550595791614170,0,Treatment,1
https://x.com/cubaduda/status/2000495324826067415,0,Control,0
https://x.com/cubaduda/status/2005203308764660057,2,Treatment,1
https://x.com/cw72119/status/2000873665353683117,0,Treatment,1
https://x.com/cwsuth1/status/1998296577136529746,0,Treatment,1
https://x.com/d1rogue/status/2000191254647206156,0,Control,0
https://x.com/d53404/status/2003000551211225326,0,Control,0
https://x.com/daisycossie/status/2005212945173889202,2,Control,0
https://x.com/dammy_richardz/status/2002629473968271471,0,Control,0
https://x.com/dan_danmcc1/status/2005890316906422366,2,Control,0
https://x.com/dana916/status/1998004068132732988,0,Treatment,1
https://x.com/dana916/status/1998004174580060479,0,Control,0
https://x.com/dana916/status/2004170873343713688,0,Treatment,1
https://x.com/dana916/status/2004182085901173009,0,Treatment,1
https://x.com/darc87798/status/1998309891468071335,0,Treatment,1
https://x.com/darc87798/status/2000529350190366868,0,Control,0
https://x.com/darren_mac58595/status/1996561002616475954,0,Treatment,1
https://x.com/datruthhuts/status/1998365943018180683,0,Treatment,1
https://x.com/davidowens43/status/1996522496011698298,0,Treatment,1
